time,tasmin,tasmax,pr
2061-08-19,6.93,14.37,0.19
2061-08-20,6.86,13.17,0.0
2061-08-21,5.85,14.65,0.0
2061-08-22,4.27,15.35,0.04
2061-08-23,6.06,11.23,0.14
2061-08-24,8.43,12.87,0.44
2061-08-25,6.29,14.81,0.0
2061-08-26,7.15,17.17,0.47
2061-08-27,6.1,14.58,0.01
2061-08-28,8.42,15.63,3.35
2061-08-29,5.97,12.57,12.16
2061-08-30,3.5,12.38,0.18
2061-08-31,5.01,14.43,1.53
2061-09-01,2.28,9.11,1.16
2061-09-02,6.68,11.92,0.8
2061-09-03,9.22,13.5,0.02
2061-09-04,8.72,14.57,0.05
2061-09-05,6.3,15.5,8.83
2061-09-06,3.27,11.56,0.04
2061-09-07,2.72,12.02,0.0
2061-09-08,7.85,14.92,17.32
2061-09-09,10.92,18.94,2.14
2061-09-10,7.4,14.18,2.23
2061-09-11,4.55,11.39,6.6
2061-09-12,2.76,12.29,2.06
2061-09-13,8.7,15.29,0.48
2061-09-14,4.84,15.17,1.87
2061-09-15,1.35,9.62,0.16
2061-09-16,4.08,13.05,0.0
2061-09-17,5.98,14.91,0.0
2061-09-18,7.43,18.07,0.0
2061-09-19,5.97,16.58,0.0
2061-09-20,6.89,16.74,0.18
2061-09-21,8.48,20.18,0.0
2061-09-22,10.88,23.16,13.54
2061-09-23,5.41,14.03,3.25
2061-09-24,4.68,14.45,0.05
2061-09-25,7.57,15.66,3.26
2061-09-26,6.02,10.98,2.86
2061-09-27,5.18,12.02,0.01
2061-09-28,3.99,14.48,0.02
2061-09-29,11.38,15.22,11.78
2061-09-30,8.53,17.67,7.4
2061-10-01,6.43,19.42,0.03
2061-10-02,6.94,16.34,0.0
2061-10-03,9.55,22.93,0.0
2061-10-04,14.16,25.18,13.72
2061-10-05,7.93,17.86,1.1
2061-10-06,6.66,16.12,0.82
2061-10-07,10.81,19.08,0.4
2061-10-08,6.81,21.02,7.17
2061-10-09,7.42,13.76,0.0
2061-10-10,10.31,16.21,0.01
2061-10-11,10.52,16.25,0.0
2061-10-12,7.13,17.24,0.39
2061-10-13,8.78,14.4,0.44
2061-10-14,7.28,19.64,0.05
2061-10-15,14.06,23.84,3.04
2061-10-16,4.74,18.33,6.91
2061-10-17,4.06,14.07,0.13
2061-10-18,5.24,14.21,0.0
2061-10-19,9.97,15.26,0.43
2061-10-20,12.94,17.61,11.92
2061-10-21,14.77,21.89,1.64
2061-10-22,8.62,21.26,5.9
2061-10-23,6.08,15.06,0.01
2061-10-24,8.83,17.64,0.0
2061-10-25,8.5,18.13,0.0
2061-10-26,9.04,21.73,0.0
2061-10-27,17.34,27.1,0.0
2061-10-28,12.24,28.88,0.48
2061-10-29,5.66,16.82,0.01
2061-10-30,7.05,22.2,0.0
2061-10-31,19.97,29.47,0.0
2061-11-01,10.42,29.79,10.05
2061-11-02,7.73,16.55,5.63
2061-11-03,6.33,14.74,0.0
2061-11-04,6.52,15.11,0.0
2061-11-05,4.48,17.57,0.06
2061-11-06,6.17,15.69,0.0
2061-11-07,8.57,18.3,0.0
2061-11-08,7.49,16.71,0.35
2061-11-09,8.18,13.49,0.09
2061-11-10,10.18,16.48,0.87
2061-11-11,9.17,17.37,0.46
2061-11-12,6.62,16.19,0.01
2061-11-13,11.1,21.08,3.18
2061-11-14,13.6,23.59,0.0
2061-11-15,8.34,26.4,0.38
2061-11-16,8.22,21.16,0.0
2061-11-17,9.17,23.35,0.0
2061-11-18,15.76,27.41,0.93
2061-11-19,15.9,29.46,38.23
2061-11-20,10.12,20.7,0.09
2061-11-21,7.47,16.99,0.0
2061-11-22,12.85,21.7,0.18
2061-11-23,11.72,21.96,0.24
2061-11-24,11.19,22.61,0.03
2061-11-25,17.14,27.34,0.09
2061-11-26,15.38,30.01,0.0
2061-11-27,15.8,31.53,37.35
2061-11-28,7.6,19.66,0.12
2061-11-29,7.27,19.26,0.0
2061-11-30,10.71,21.99,0.37
2061-12-01,5.87,15.29,2.9
2061-12-02,7.24,18.31,0.01
2061-12-03,10.39,20.78,0.64
2061-12-04,7.9,20.94,0.0
2061-12-05,11.55,24.38,0.0
2061-12-06,12.99,25.17,0.33
2061-12-07,11.99,21.27,0.06
2061-12-08,14.65,24.42,0.01
2061-12-09,15.33,25.43,0.42
2061-12-10,17.77,30.76,0.02
2061-12-11,13.77,33.55,0.29
2061-12-12,11.13,16.17,0.13
2061-12-13,11.45,21.04,0.06
2061-12-14,13.57,24.02,0.04
2061-12-15,12.9,25.23,21.8
2061-12-16,6.31,20.46,4.57
2061-12-17,11.35,18.73,0.0
2061-12-18,12.25,19.68,0.34
2061-12-19,11.32,19.66,0.05
2061-12-20,14.09,19.91,3.41
2061-12-21,13.11,23.65,0.04
2061-12-22,14.74,29.67,57.59
2061-12-23,11.77,22.01,0.02
2061-12-24,14.42,26.44,0.02
2061-12-25,9.4,32.23,5.58
